Stamp, Min, Max, Current, Mean
512.217000000, 2, 3, 0.327722, 0.327722
512.253000000, 2, 3, 0.327918, 0.32782
512.285000000, 2, 3, 0.328266, 0.327969
512.321000000, 2, 3, 0.3288, 0.328176
512.357000000, 2, 3, 0.329244, 0.32839
512.391000000, 2, 3, 0.329322, 0.328545
512.427000000, 2, 3, 0.329368, 0.328663
512.461000000, 2, 3, 0.329458, 0.328762
512.497000000, 2, 3, 0.328979, 0.328786
512.533000000, 2, 3, 0.328067, 0.328714
512.569000000, 2, 3, 0.327363, 0.328592
512.603000000, 2, 3, 0.326539, 0.328421
512.635000000, 2, 3, 0.325933, 0.328229
512.671000000, 2, 3, 0.32509, 0.328005
512.705000000, 2, 3, 0.324501, 0.327771
512.737000000, 2, 3, 0.324012, 0.327536
512.773000000, 2, 3, 0.323793, 0.327316
512.805000000, 2, 3, 0.323348, 0.327096
512.839000000, 2, 3, 0.32238, 0.326848
512.873000000, 2, 3, 0.321734, 0.326592
512.907000000, 2, 3, 0.321222, 0.326336
512.939000000, 2, 3, 0.32085, 0.326087
512.973000000, 2, 3, 0.32055, 0.325846
513.007000000, 2, 3, 0.320265, 0.325614
513.041000000, 2, 3, 0.319993, 0.325389
513.073000000, 2, 3, 0.319872, 0.325177
513.107000000, 2, 3, 0.319761, 0.324976
513.139000000, 2, 3, 0.319569, 0.324783
513.173000000, 2, 3, 0.319457, 0.324599
513.207000000, 2, 3, 0.319447, 0.324427
513.241000000, 2, 3, 0.319511, 0.324269
513.273000000, 2, 3, 0.319438, 0.324118
513.307000000, 2, 3, 0.319235, 0.32397
513.341000000, 2, 3, 0.319098, 0.323827
513.373000000, 2, 3, 0.319065, 0.323691
513.407000000, 2, 3, 0.319134, 0.323564
513.439000000, 2, 3, 0.319333, 0.32345
513.475000000, 2, 3, 0.319551, 0.323347
513.507000000, 2, 3, 0.319825, 0.323257
513.541000000, 2, 3, 0.320192, 0.32318
513.573000000, 2, 3, 0.3206, 0.323117
513.607000000, 2, 3, 0.321124, 0.32307
513.641000000, 2, 3, 0.321813, 0.323041
513.675000000, 2, 3, 0.322227, 0.323022
513.707000000, 2, 3, 0.32299, 0.323021
513.741000000, 2, 3, 0.323634, 0.323035
513.775000000, 2, 3, 0.324346, 0.323063
513.807000000, 2, 3, 0.324881, 0.3231
513.841000000, 2, 3, 0.325851, 0.323157
513.875000000, 2, 3, 0.326687, 0.323227
513.909000000, 2, 3, 0.32752, 0.323311
513.941000000, 2, 3, 0.328372, 0.323409
513.975000000, 2, 3, 0.329172, 0.323517
514.007000000, 2, 3, 0.329827, 0.323634
514.041000000, 2, 3, 0.330682, 0.323762
514.075000000, 2, 3, 0.330312, 0.323879
514.109000000, 2, 3, 0.329251, 0.323974
514.141000000, 2, 3, 0.328337, 0.324049
514.175000000, 2, 3, 0.327518, 0.324108
514.207000000, 2, 3, 0.326938, 0.324155
514.243000000, 2, 3, 0.326539, 0.324194
514.275000000, 2, 3, 0.326249, 0.324227
514.309000000, 2, 3, 0.326055, 0.324256
514.341000000, 2, 3, 0.325948, 0.324282
514.375000000, 2, 3, 0.325635, 0.324303
514.409000000, 2, 3, 0.325374, 0.324319
514.441000000, 2, 3, 0.32531, 0.324334
514.475000000, 2, 3, 0.325206, 0.324347
514.507000000, 2, 3, 0.325197, 0.324359
514.543000000, 2, 3, 0.325285, 0.324373
514.575000000, 2, 3, 0.325341, 0.324386
514.609000000, 2, 3, 0.32538, 0.3244
514.641000000, 2, 3, 0.325288, 0.324412
514.673000000, 2, 3, 0.32526, 0.324424
514.709000000, 2, 3, 0.325148, 0.324433
514.741000000, 2, 3, 0.324946, 0.32444
514.775000000, 2, 3, 0.32486, 0.324446
514.807000000, 2, 3, 0.324908, 0.324451
514.841000000, 2, 3, 0.324768, 0.324456
514.875000000, 2, 3, 0.324641, 0.324458
514.909000000, 2, 3, 0.3246, 0.32446
514.941000000, 2, 3, 0.324447, 0.324459
514.975000000, 2, 3, 0.324214, 0.324456
515.011000000, 2, 3, 0.324069, 0.324452
515.043000000, 2, 3, 0.323991, 0.324446
515.077000000, 2, 3, 0.323922, 0.32444
515.109000000, 2, 3, 0.323875, 0.324434
515.145000000, 2, 3, 0.32392, 0.324428
515.177000000, 2, 3, 0.323936, 0.324422
515.211000000, 2, 3, 0.323988, 0.324418
515.243000000, 2, 3, 0.324199, 0.324415
515.277000000, 2, 3, 0.3244, 0.324415
515.311000000, 2, 3, 0.324606, 0.324417
515.343000000, 2, 3, 0.324888, 0.324422
515.377000000, 2, 3, 0.32521, 0.32443
515.411000000, 2, 3, 0.325334, 0.32444
515.443000000, 2, 3, 0.325497, 0.324451
515.477000000, 2, 3, 0.325785, 0.324464
515.511000000, 2, 3, 0.326042, 0.32448
515.543000000, 2, 3, 0.326286, 0.324498
515.577000000, 2, 3, 0.326598, 0.324519
515.609000000, 2, 3, 0.327079, 0.324544
515.643000000, 2, 3, 0.327757, 0.324575
515.677000000, 2, 3, 0.328334, 0.324612
515.711000000, 2, 3, 0.328976, 0.324653
515.743000000, 2, 3, 0.329739, 0.324701
515.777000000, 2, 3, 0.330449, 0.324755
515.811000000, 2, 3, 0.331076, 0.324813
515.843000000, 2, 3, 0.331663, 0.324876
515.877000000, 2, 3, 0.332115, 0.324942
515.909000000, 2, 3, 0.332547, 0.325011
515.943000000, 2, 3, 0.332981, 0.325082
515.977000000, 2, 3, 0.333502, 0.325156
516.009000000, 2, 3, 0.334057, 0.325234
516.043000000, 2, 3, 0.334612, 0.325316
516.075000000, 2, 3, 0.335248, 0.325401
516.111000000, 2, 3, 3.30856, 0.350899
516.143000000, 2, 3, 3.30856, 0.375963
516.177000000, 2, 3, 3.30857, 0.400607
516.211000000, 2, 3, 3.30866, 0.424841
516.243000000, 2, 3, 3.30877, 0.448675
516.277000000, 2, 3, 0.335657, 0.447749
516.311000000, 2, 3, 0.335434, 0.446836
516.343000000, 2, 3, 0.335396, 0.445937
516.377000000, 2, 3, 0.335493, 0.445053
516.409000000, 2, 3, 0.335658, 0.444185
516.443000000, 2, 3, 0.335784, 0.443332
516.477000000, 2, 3, 0.335998, 0.442493
516.511000000, 2, 3, 0.336249, 0.441669
516.543000000, 2, 3, 3.30973, 0.463731
516.577000000, 2, 3, 3.30984, 0.485457
516.609000000, 2, 3, 3.30986, 0.506854
516.643000000, 2, 3, 3.30987, 0.52793
516.677000000, 2, 3, 3.30988, 0.548691
516.709000000, 2, 3, 3.30988, 0.569144
516.743000000, 2, 3, 3.30987, 0.589296
516.777000000, 2, 3, 3.30988, 0.609154
516.809000000, 2, 3, 3.30982, 0.628725
516.843000000, 2, 3, 3.30971, 0.648012
516.875000000, 2, 3, 3.30963, 0.667024
516.911000000, 2, 3, 3.30954, 0.685765
516.943000000, 2, 3, 3.30947, 0.704242
516.977000000, 2, 3, 3.30943, 0.72246
517.009000000, 2, 3, 3.30943, 0.740425
517.043000000, 2, 3, 3.30965, 0.758144
517.077000000, 2, 3, 3.30986, 0.775621
517.109000000, 2, 3, 0.33611, 0.772631
517.143000000, 2, 3, 0.334504, 0.769671
517.175000000, 2, 3, 0.333212, 0.766742
517.211000000, 2, 3, 0.331814, 0.763842
517.243000000, 2, 3, 0.330849, 0.760975
517.275000000, 2, 3, 0.330088, 0.75814
517.309000000, 2, 3, 0.329434, 0.755338
517.341000000, 2, 3, 0.329172, 0.752571
517.377000000, 2, 3, 0.32893, 0.749838
517.409000000, 2, 3, 0.328684, 0.747138
517.443000000, 2, 3, 0.328608, 0.744472
517.475000000, 2, 3, 0.328516, 0.741839
517.509000000, 2, 3, 0.328364, 0.739239
517.543000000, 2, 3, 0.328224, 0.73667
517.577000000, 2, 3, 0.328174, 0.734133
517.609000000, 2, 3, 0.328148, 0.731627
517.643000000, 2, 3, 0.328209, 0.729152
517.675000000, 2, 3, 0.328335, 0.726708
517.709000000, 2, 3, 0.328454, 0.724294
517.743000000, 2, 3, 0.327825, 0.721906
517.775000000, 2, 3, 0.327579, 0.719545
517.809000000, 2, 3, 0.327297, 0.71721
517.843000000, 2, 3, 0.327172, 0.714902
517.875000000, 2, 3, 0.327075, 0.71262
517.909000000, 2, 3, 0.327046, 0.710366
517.941000000, 2, 3, 0.327107, 0.708137
517.977000000, 2, 3, 0.327216, 0.705936
518.009000000, 2, 3, 0.327143, 0.703759
518.043000000, 2, 3, 0.326073, 0.7016
518.075000000, 2, 3, 0.325272, 0.699462
