Stamp, Min, Max, Current, Mean
226.793000000, 2, 4, 3.14163, 3.14163
226.827000000, 2, 4, 3.14145, 3.14154
226.859000000, 2, 4, 3.14133, 3.14147
226.901000000, 2, 4, 3.14128, 3.14142
226.937000000, 2, 4, 3.14123, 3.14138
226.969000000, 2, 4, 3.14118, 3.14135
227.003000000, 2, 4, 3.14115, 3.14132
227.035000000, 2, 4, 3.14115, 3.1413
227.071000000, 2, 4, 3.14114, 3.14128
227.105000000, 2, 4, 3.14111, 3.14127
227.139000000, 2, 4, 3.14109, 3.14125
227.173000000, 2, 4, 3.14107, 3.14123
227.209000000, 2, 4, 3.14106, 3.14122
227.241000000, 2, 4, 3.14107, 3.14121
227.277000000, 2, 4, 3.14105, 3.1412
227.311000000, 2, 4, 3.14102, 3.14119
227.345000000, 2, 4, 3.14104, 3.14118
227.377000000, 2, 4, 3.14115, 3.14118
227.411000000, 2, 4, 3.14129, 3.14118
227.447000000, 2, 4, 3.14137, 3.14119
227.481000000, 2, 4, 3.14141, 3.1412
227.513000000, 2, 4, 3.14146, 3.14121
227.547000000, 2, 4, 3.1415, 3.14123
227.581000000, 2, 4, 3.1415, 3.14124
227.615000000, 2, 4, 3.14147, 3.14125
227.647000000, 2, 4, 3.14143, 3.14125
227.681000000, 2, 4, 3.14138, 3.14126
227.715000000, 2, 4, 3.1413, 3.14126
227.749000000, 2, 4, 3.1412, 3.14126
227.781000000, 2, 4, 3.14113, 3.14125
227.815000000, 2, 4, 3.14105, 3.14125
227.849000000, 2, 4, 3.14095, 3.14124
227.883000000, 2, 4, 3.14088, 3.14123
227.915000000, 2, 4, 3.14079, 3.14122
227.949000000, 2, 4, 3.14071, 3.1412
227.983000000, 2, 4, 3.14062, 3.14118
228.015000000, 2, 4, 3.14054, 3.14117
228.049000000, 2, 4, 3.14045, 3.14115
228.083000000, 2, 4, 3.14038, 3.14113
228.117000000, 2, 4, 3.02351, 3.13819
228.149000000, 2, 4, 3.02346, 3.13539
228.183000000, 2, 4, 3.0234, 3.13272
228.217000000, 2, 4, 3.02336, 3.13018
228.249000000, 2, 4, 3.0233, 3.12775
228.283000000, 2, 4, 3.02326, 3.12543
228.317000000, 2, 4, 3.02324, 3.12321
228.349000000, 2, 4, 3.02324, 3.12108
228.383000000, 2, 4, 3.02334, 3.11904
228.417000000, 2, 4, 2.50218, 3.10646
228.449000000, 2, 4, 2.50227, 3.09437
228.485000000, 2, 4, 0.319071, 3.03995
228.517000000, 2, 4, 0.319992, 2.98765
228.551000000, 2, 4, 0.320651, 2.93733
228.583000000, 2, 4, 0.321146, 2.88888
228.617000000, 2, 4, 0.321532, 2.8422
228.651000000, 2, 4, 0.321903, 2.79719
228.685000000, 2, 4, 0.322318, 2.75378
228.719000000, 2, 4, 0.322689, 2.71186
228.753000000, 2, 4, 0.322938, 2.67137
228.787000000, 2, 4, 0.323053, 2.63223
228.819000000, 2, 4, 0.323033, 2.59438
228.851000000, 2, 4, 0.322888, 2.55774
228.885000000, 2, 4, 0.322714, 2.52226
228.921000000, 2, 4, 0.322376, 2.48789
228.953000000, 2, 4, 0.322105, 2.45457
228.985000000, 2, 4, 0.862286, 2.43044
229.019000000, 2, 4, 0.862513, 2.40704
229.053000000, 2, 4, 0.863183, 2.38434
229.087000000, 2, 4, 0.863954, 2.3623
229.119000000, 2, 4, 0.86447, 2.34091
229.153000000, 2, 4, 0.864908, 2.32012
229.187000000, 2, 4, 0.865355, 2.29991
229.219000000, 2, 4, 0.865769, 2.28027
229.253000000, 2, 4, 0.331215, 2.25393
229.287000000, 2, 4, 0.32948, 2.22827
229.319000000, 2, 4, 0.328027, 2.20327
229.353000000, 2, 4, 0.326921, 2.1789
229.385000000, 2, 4, 0.325913, 2.15514
229.419000000, 2, 4, 0.325241, 2.13198
229.453000000, 2, 4, 0.324478, 2.10938
229.485000000, 2, 4, 0.323832, 2.08734
229.519000000, 2, 4, 0.323288, 2.06583
229.553000000, 2, 4, 0.322576, 2.04482
229.587000000, 2, 4, 0.321989, 2.02431
229.621000000, 2, 4, 0.321474, 2.00428
229.653000000, 2, 4, 0.320077, 1.9847
229.687000000, 2, 4, 0.319187, 1.96555
229.719000000, 2, 4, 0.318636, 1.94684
229.753000000, 2, 4, 0.31831, 1.92854
229.787000000, 2, 4, 0.318134, 1.91065
229.819000000, 2, 4, 0.318014, 1.89315
229.855000000, 2, 4, 0.317094, 1.87601
229.887000000, 2, 4, 0.316449, 1.85924
229.921000000, 2, 4, 0.318252, 1.84285
229.955000000, 2, 4, 0.323813, 1.82686
229.987000000, 2, 4, 0.329759, 1.81127
230.187000000, 2, 4, 0.316314, 1.79661
230.221000000, 2, 4, 0.316706, 1.78224
230.253000000, 2, 4, 0.317425, 1.76816
230.289000000, 2, 4, 0.31819, 1.75435
230.321000000, 2, 4, 0.318923, 1.74081
230.355000000, 2, 4, 0.319465, 1.72752
230.387000000, 2, 4, 0.319737, 1.71449
230.421000000, 2, 4, 0.319721, 1.70169
230.455000000, 2, 4, 0.319619, 1.68913
230.487000000, 2, 4, 0.319347, 1.67679
230.521000000, 2, 4, 0.319025, 1.66466
