Stamp, Max volume, Current volume
282.903000000, 28000, 34.16
283.003000000, 28000, 34.176
283.103000000, 28000, 34.176
283.203000000, 28000, 34.216
283.303000000, 28000, 34.216
283.403000000, 28000, 34.224
283.503000000, 28000, 34.232
283.603000000, 28000, 34.24
283.703000000, 28000, 34.336
283.803000000, 28000, 34.336
283.903000000, 28000, 34.336
284.003000000, 28000, 34.336
284.103000000, 28000, 34.336
284.203000000, 28000, 34.344
284.303000000, 28000, 34.344
284.403000000, 28000, 34.392
284.503000000, 28000, 34.392
