Stamp, Min, Max, Current, Mean
226.619000000, 2, 4, 0.31888, 0.31888
226.653000000, 2, 4, 0.318783, 0.318832
226.685000000, 2, 4, 0.319693, 0.319119
226.721000000, 2, 4, 0.32072, 0.319519
226.753000000, 2, 4, 0.321435, 0.319902
226.787000000, 2, 4, 0.321985, 0.320249
226.821000000, 2, 4, 0.322288, 0.320541
226.855000000, 2, 4, 0.322524, 0.320789
226.887000000, 2, 4, 0.323238, 0.321061
226.921000000, 2, 4, 0.323665, 0.321321
226.953000000, 2, 4, 0.323579, 0.321526
226.989000000, 2, 4, 0.324862, 0.321804
227.023000000, 2, 4, 0.326203, 0.322143
227.057000000, 2, 4, 0.327039, 0.322492
227.089000000, 2, 4, 0.32752, 0.322828
227.123000000, 2, 4, 0.329504, 0.323245
227.155000000, 2, 4, 0.33061, 0.323678
227.191000000, 2, 4, 0.32843, 0.323942
227.225000000, 2, 4, 0.326948, 0.3241
227.259000000, 2, 4, 0.325969, 0.324194
227.291000000, 2, 4, 0.325482, 0.324255
227.325000000, 2, 4, 0.325116, 0.324294
227.357000000, 2, 4, 0.324783, 0.324315
227.393000000, 2, 4, 0.324546, 0.324325
227.427000000, 2, 4, 0.325091, 0.324356
227.459000000, 2, 4, 0.324998, 0.32438
227.493000000, 2, 4, 0.324429, 0.324382
227.525000000, 2, 4, 0.322806, 0.324326
227.561000000, 2, 4, 0.320564, 0.324196
227.593000000, 2, 4, 0.319302, 0.324033
227.625000000, 2, 4, 0.318333, 0.323849
227.659000000, 2, 4, 0.317699, 0.323657
227.693000000, 2, 4, 0.317211, 0.323462
227.727000000, 2, 4, 0.316966, 0.323271
227.759000000, 2, 4, 0.316842, 0.323087
227.793000000, 2, 4, 0.31688, 0.322915
227.827000000, 2, 4, 0.316888, 0.322752
227.861000000, 2, 4, 0.317001, 0.3226
227.893000000, 2, 4, 0.31725, 0.322463
227.927000000, 2, 4, 0.317699, 0.322344
227.961000000, 2, 4, 0.318542, 0.322251
