Stamp, Min, Max, Current, Mean
224.731000000, 2, 3, 0.316789, 0.316789
224.763000000, 2, 3, 0.316797, 0.316793
224.799000000, 2, 3, 0.316767, 0.316784
224.833000000, 2, 3, 0.316747, 0.316775
224.869000000, 2, 3, 0.316749, 0.31677
224.901000000, 2, 3, 0.31678, 0.316771
224.937000000, 2, 3, 0.316737, 0.316767
224.969000000, 2, 3, 0.31645, 0.316727
225.003000000, 2, 3, 0.316284, 0.316678
225.037000000, 2, 3, 0.316233, 0.316633
225.071000000, 2, 3, 0.316222, 0.316596
225.105000000, 2, 3, 0.316218, 0.316564
225.139000000, 2, 3, 0.316219, 0.316538
225.171000000, 2, 3, 0.31622, 0.316515
225.205000000, 2, 3, 0.316218, 0.316495
225.239000000, 2, 3, 0.316219, 0.316478
225.271000000, 2, 3, 0.316337, 0.31647
225.307000000, 2, 3, 0.317367, 0.31652
225.339000000, 2, 3, 0.319545, 0.316679
225.373000000, 2, 3, 0.323235, 0.317007
225.407000000, 2, 3, 0.326687, 0.317468
225.507000000, 2, 3, 0.324473, 0.31776
225.541000000, 2, 3, 0.322289, 0.317941
225.575000000, 2, 3, 0.3212, 0.318066
225.607000000, 2, 3, 0.320671, 0.318162
225.641000000, 2, 3, 0.320295, 0.318239
225.673000000, 2, 3, 0.318988, 0.318264
225.707000000, 2, 3, 0.318002, 0.318256
225.741000000, 2, 3, 0.317383, 0.318228
225.773000000, 2, 3, 0.317061, 0.318191
225.809000000, 2, 3, 0.316971, 0.318154
225.841000000, 2, 3, 0.317099, 0.318123
225.875000000, 2, 3, 0.317357, 0.318101
225.907000000, 2, 3, 0.318194, 0.318104
225.941000000, 2, 3, 0.319918, 0.318153
225.975000000, 2, 3, 0.322674, 0.318272
226.007000000, 2, 3, 0.327336, 0.318504
226.041000000, 2, 3, 0.328482, 0.318754
226.075000000, 2, 3, 0.323503, 0.31887
226.107000000, 2, 3, 0.318661, 0.318865
226.141000000, 2, 3, 0.31616, 0.318802
226.175000000, 2, 3, 0.316181, 0.318742
226.207000000, 2, 3, 0.318186, 0.31873
226.241000000, 2, 3, 0.321514, 0.31879
226.273000000, 2, 3, 0.326217, 0.318948
226.307000000, 2, 3, 3.19158, 0.378795
226.341000000, 2, 3, 3.19099, 0.436187
226.373000000, 2, 3, 3.19062, 0.491275
226.407000000, 2, 3, 3.1903, 0.544197
226.441000000, 2, 3, 3.19013, 0.595081
226.475000000, 2, 3, 3.19008, 0.644043
226.507000000, 2, 3, 3.1901, 0.691192
226.541000000, 2, 3, 3.19017, 0.736628
226.575000000, 2, 3, 3.19031, 0.780444
226.607000000, 2, 3, 3.19047, 0.822725
226.639000000, 2, 3, 3.19068, 0.863552
226.675000000, 2, 3, 3.19094, 0.902999
226.707000000, 2, 3, 3.19125, 0.941137
226.741000000, 2, 3, 3.19161, 0.97803
226.773000000, 2, 3, 3.19145, 1.01373
226.807000000, 2, 3, 3.19112, 1.04829
226.841000000, 2, 3, 3.19087, 1.08177
226.873000000, 2, 3, 3.19067, 1.11421
226.907000000, 2, 3, 3.19049, 1.14567
226.941000000, 2, 3, 3.19036, 1.17619
226.973000000, 2, 3, 3.1903, 1.20581
227.007000000, 2, 3, 3.19028, 1.23457
227.039000000, 2, 3, 3.19029, 1.26251
227.075000000, 2, 3, 3.19033, 1.28966
