Stamp, Max volume, Current volume
154.829000000, 28000, 33.968
154.929000000, 28000, 33.968
155.029000000, 28000, 33.968
155.129000000, 28000, 33.992
155.229000000, 28000, 34.056
155.329000000, 28000, 34.16
155.429000000, 28000, 34.24
155.529000000, 28000, 34.32
155.629000000, 28000, 34.352
155.729000000, 28000, 34.4
155.829000000, 28000, 34.44
155.933000000, 28000, 34.504
156.033000000, 28000, 34.584
156.133000000, 28000, 34.68
156.233000000, 28000, 34.752
156.333000000, 28000, 34.872
156.433000000, 28000, 34.944
156.533000000, 28000, 35.016
156.633000000, 28000, 35.096
156.733000000, 28000, 35.16
156.835000000, 28000, 35.248
156.939000000, 28000, 35.312
157.039000000, 28000, 35.392
157.139000000, 28000, 35.392
157.239000000, 28000, 35.392
157.339000000, 28000, 35.392
157.439000000, 28000, 35.392
157.539000000, 28000, 35.392
157.639000000, 28000, 35.392
157.739000000, 28000, 35.392
157.839000000, 28000, 35.392
157.939000000, 28000, 35.392
158.039000000, 28000, 35.392
158.139000000, 28000, 35.392
158.239000000, 28000, 35.392
158.339000000, 28000, 35.392
158.439000000, 28000, 35.392
158.539000000, 28000, 35.392
158.639000000, 28000, 35.392
158.739000000, 28000, 35.392
158.839000000, 28000, 35.392
158.939000000, 28000, 35.392
159.041000000, 28000, 35.392
159.239000000, 28000, 35.392
159.339000000, 28000, 35.392
159.439000000, 28000, 35.392
159.539000000, 28000, 35.392
159.639000000, 28000, 35.424
159.739000000, 28000, 35.44
159.839000000, 28000, 35.456
159.939000000, 28000, 35.456
160.039000000, 28000, 35.456
160.139000000, 28000, 35.456
160.239000000, 28000, 35.456
160.339000000, 28000, 35.456
160.439000000, 28000, 35.456
160.539000000, 28000, 35.456
160.639000000, 28000, 35.456
160.739000000, 28000, 35.456
160.839000000, 28000, 35.456
160.939000000, 28000, 35.456
161.039000000, 28000, 35.48
161.139000000, 28000, 35.608
161.239000000, 28000, 36.096
161.339000000, 28000, 36.648
161.439000000, 28000, 37.072
161.539000000, 28000, 37.472
161.639000000, 28000, 37.808
161.739000000, 28000, 38.144
161.839000000, 28000, 38.44
161.939000000, 28000, 38.704
162.039000000, 28000, 38.872
162.139000000, 28000, 38.992
162.239000000, 28000, 39.096
162.339000000, 28000, 39.224
162.439000000, 28000, 39.432
162.539000000, 28000, 39.624
162.639000000, 28000, 39.76
162.739000000, 28000, 39.896
162.839000000, 28000, 40.016
162.939000000, 28000, 40.088
163.039000000, 28000, 40.152
163.139000000, 28000, 40.24
163.239000000, 28000, 40.248
163.339000000, 28000, 40.744
163.439000000, 28000, 42.208
163.539000000, 28000, 44.264
163.639000000, 28000, 46.344
163.739000000, 28000, 48.44
163.839000000, 28000, 50.576
163.939000000, 28000, 52.632
164.039000000, 28000, 54.912
164.139000000, 28000, 57.144
164.239000000, 28000, 59.568
164.339000000, 28000, 61.6
164.439000000, 28000, 63.944
164.539000000, 28000, 66.4
164.639000000, 28000, 68.72
164.739000000, 28000, 70.976
164.839000000, 28000, 73.424
164.939000000, 28000, 75.752
165.039000000, 28000, 77.976
165.139000000, 28000, 80.376
165.239000000, 28000, 82.72
165.339000000, 28000, 85.144
165.439000000, 28000, 87.344
165.539000000, 28000, 89.68
165.641000000, 28000, 92.232
165.839000000, 28000, 96.776
165.939000000, 28000, 99.216
166.039000000, 28000, 101.544
166.139000000, 28000, 104
166.239000000, 28000, 106.344
166.339000000, 28000, 108.792
166.439000000, 28000, 110.456
166.539000000, 28000, 113.6
166.639000000, 28000, 116.168
166.739000000, 28000, 118.656
166.839000000, 28000, 121.04
166.941000000, 28000, 123.584
167.139000000, 28000, 128.536
167.239000000, 28000, 131.096
167.339000000, 28000, 133.488
167.439000000, 28000, 135.84
167.539000000, 28000, 137.6
167.639000000, 28000, 139.216
167.739000000, 28000, 140.552
167.839000000, 28000, 141.944
167.939000000, 28000, 143.176
168.039000000, 28000, 144.312
168.139000000, 28000, 145.376
168.239000000, 28000, 146.464
168.339000000, 28000, 147.624
168.439000000, 28000, 148.68
168.539000000, 28000, 149.816
168.639000000, 28000, 150.792
168.739000000, 28000, 151.84
168.839000000, 28000, 153.232
168.939000000, 28000, 154.488
169.039000000, 28000, 155.88
169.139000000, 28000, 156.8
169.239000000, 28000, 157.368
169.339000000, 28000, 157.832
169.439000000, 28000, 158.2
169.539000000, 28000, 158.576
169.639000000, 28000, 158.816
169.739000000, 28000, 159.056
169.839000000, 28000, 159.256
169.939000000, 28000, 159.448
170.039000000, 28000, 159.624
170.139000000, 28000, 159.8
170.239000000, 28000, 159.904
170.339000000, 28000, 160.008
170.439000000, 28000, 160.12
170.539000000, 28000, 160.184
170.639000000, 28000, 160.256
170.739000000, 28000, 160.304
170.839000000, 28000, 160.36
170.939000000, 28000, 160.432
171.039000000, 28000, 160.528
