Stamp, Min, Max, Current, Mean
129.727000000, 2, 3, 0.330438, 0.330438
129.761000000, 2, 3, 0.33059, 0.330514
129.793000000, 2, 3, 0.331127, 0.330719
129.829000000, 2, 3, 3.30301, 1.07379
129.863000000, 2, 3, 3.30298, 1.51963
129.897000000, 2, 3, 3.30296, 1.81685
129.931000000, 2, 3, 3.30291, 2.02915
129.965000000, 2, 3, 3.30286, 2.18836
129.999000000, 2, 3, 3.30283, 2.31219
130.033000000, 2, 3, 3.30289, 2.41126
130.067000000, 2, 3, 0.331188, 2.22216
130.101000000, 2, 3, 0.329408, 2.06443
130.133000000, 2, 3, 0.328169, 1.93087
130.169000000, 2, 3, 0.327425, 1.81634
130.201000000, 2, 3, 0.327023, 1.71705
130.235000000, 2, 3, 0.326558, 1.63015
130.267000000, 2, 3, 0.326017, 1.55344
130.301000000, 2, 3, 0.325561, 1.48522
130.335000000, 2, 3, 0.325226, 1.42417
130.369000000, 2, 3, 0.324675, 1.36919
130.401000000, 2, 3, 0.324311, 1.31944
130.435000000, 2, 3, 0.32409, 1.27419
130.469000000, 2, 3, 0.324056, 1.23288
130.501000000, 2, 3, 0.323881, 1.19501
130.535000000, 2, 3, 0.323688, 1.16016
130.567000000, 2, 3, 0.323588, 1.12798
130.603000000, 2, 3, 0.323675, 1.09819
130.635000000, 2, 3, 0.322744, 1.0705
130.669000000, 2, 3, 0.321672, 1.04467
130.701000000, 2, 3, 0.321005, 1.02055
130.735000000, 2, 3, 0.320309, 0.997964
130.769000000, 2, 3, 0.319263, 0.976754
130.801000000, 2, 3, 0.318383, 0.956804
130.835000000, 2, 3, 0.317857, 0.938011
130.867000000, 2, 3, 0.317447, 0.920281
130.903000000, 2, 3, 0.317136, 0.903527
130.935000000, 2, 3, 0.316927, 0.887673
130.969000000, 2, 3, 0.316858, 0.872651
131.001000000, 2, 3, 0.316526, 0.858392
131.035000000, 2, 3, 0.316261, 0.844838
131.069000000, 2, 3, 0.316083, 0.831942
131.101000000, 2, 3, 0.31623, 0.819663
131.135000000, 2, 3, 0.316842, 0.80797
131.167000000, 2, 3, 0.317631, 0.796825
131.203000000, 2, 3, 0.318505, 0.786196
131.235000000, 2, 3, 0.319246, 0.776045
131.269000000, 2, 3, 0.319903, 0.76634
131.301000000, 2, 3, 0.320307, 0.757048
131.335000000, 2, 3, 0.320525, 0.748139
131.369000000, 2, 3, 0.320374, 0.739584
131.401000000, 2, 3, 0.320111, 0.731359
131.435000000, 2, 3, 0.319758, 0.723443
131.469000000, 2, 3, 0.319335, 0.715819
131.501000000, 2, 3, 0.318896, 0.708468
131.535000000, 2, 3, 0.318331, 0.701375
131.567000000, 2, 3, 0.317694, 0.694523
131.603000000, 2, 3, 0.31714, 0.687903
131.635000000, 2, 3, 0.316838, 0.681505
131.669000000, 2, 3, 0.316356, 0.675316
131.703000000, 2, 3, 0.316163, 0.66933
131.735000000, 2, 3, 0.316003, 0.663538
131.769000000, 2, 3, 0.316032, 0.657933
131.803000000, 2, 3, 0.316205, 0.652509
131.835000000, 2, 3, 0.316512, 0.647259
131.871000000, 2, 3, 0.316836, 0.642175
131.903000000, 2, 3, 0.317188, 0.637251
131.935000000, 2, 3, 0.317484, 0.632479
131.969000000, 2, 3, 0.317882, 0.627852
132.003000000, 2, 3, 0.318262, 0.623365
132.037000000, 2, 3, 0.318375, 0.619008
132.069000000, 2, 3, 0.318499, 0.614776
132.101000000, 2, 3, 0.318757, 0.610664
132.137000000, 2, 3, 0.319041, 0.60667
132.169000000, 2, 3, 0.319129, 0.602784
132.203000000, 2, 3, 0.319312, 0.599004
132.235000000, 2, 3, 0.319516, 0.595327
132.269000000, 2, 3, 0.319807, 0.591749
132.303000000, 2, 3, 0.32017, 0.588267
132.335000000, 2, 3, 0.320672, 0.58488
132.369000000, 2, 3, 0.321065, 0.581582
132.403000000, 2, 3, 0.32148, 0.578371
132.435000000, 2, 3, 0.321749, 0.575241
132.469000000, 2, 3, 0.322096, 0.572191
132.501000000, 2, 3, 0.322393, 0.569217
132.537000000, 2, 3, 0.322615, 0.566316
132.571000000, 2, 3, 0.322994, 0.563487
132.603000000, 2, 3, 0.323498, 0.560728
132.637000000, 2, 3, 0.324067, 0.558039
132.669000000, 2, 3, 0.322299, 0.55539
132.703000000, 2, 3, 0.319008, 0.552764
132.737000000, 2, 3, 0.31714, 0.550175
132.769000000, 2, 3, 0.316255, 0.547632
132.803000000, 2, 3, 0.316045, 0.545142
132.837000000, 2, 3, 0.316213, 0.542706
132.869000000, 2, 3, 0.316696, 0.540327
132.903000000, 2, 3, 0.317348, 0.538005
132.935000000, 2, 3, 0.318063, 0.535737
132.971000000, 2, 3, 0.318747, 0.533523
133.003000000, 2, 3, 0.319245, 0.531359
133.037000000, 2, 3, 0.319886, 0.529244
133.071000000, 2, 3, 0.320271, 0.527175
133.103000000, 2, 3, 0.320443, 0.525148
133.137000000, 2, 3, 0.320461, 0.523161
133.171000000, 2, 3, 0.320895, 0.521216
133.203000000, 2, 3, 0.321495, 0.519314
133.237000000, 2, 3, 0.322049, 0.517453
133.269000000, 2, 3, 0.322649, 0.515632
133.305000000, 2, 3, 0.323137, 0.51385
133.337000000, 2, 3, 0.324211, 0.51211
133.371000000, 2, 3, 0.324817, 0.510407
133.405000000, 2, 3, 0.325271, 0.50874
133.437000000, 2, 3, 0.325367, 0.507102
133.471000000, 2, 3, 0.325648, 0.505496
133.503000000, 2, 3, 0.326076, 0.503923
133.537000000, 2, 3, 0.327034, 0.502384
133.571000000, 2, 3, 0.328045, 0.500882
133.603000000, 2, 3, 0.32877, 0.49941
133.637000000, 2, 3, 0.329295, 0.497969
133.671000000, 2, 3, 0.329696, 0.496555
133.703000000, 2, 3, 0.329823, 0.495165
133.737000000, 2, 3, 0.329694, 0.493798
133.769000000, 2, 3, 0.329282, 0.492449
133.803000000, 2, 3, 0.328621, 0.491117
