Stamp, Min, Max, Current, Mean
171.343000000, 2, 3, 3.31026, 3.31026
171.379000000, 2, 3, 3.31034, 3.3103
171.415000000, 2, 3, 3.31041, 3.31034
171.447000000, 2, 3, 3.3105, 3.31038
171.483000000, 2, 3, 3.31057, 3.31042
171.517000000, 2, 3, 3.31062, 3.31045
171.549000000, 2, 3, 3.31067, 3.31048
171.585000000, 2, 3, 3.31059, 3.31049
171.617000000, 2, 3, 3.31048, 3.31049
171.651000000, 2, 3, 3.31045, 3.31049
171.683000000, 2, 3, 3.31042, 3.31048
171.719000000, 2, 3, 3.31038, 3.31047
171.751000000, 2, 3, 3.31034, 3.31046
171.785000000, 2, 3, 3.31029, 3.31045
171.817000000, 2, 3, 3.31026, 3.31044
171.851000000, 2, 3, 3.3102, 3.31042
171.885000000, 2, 3, 3.31017, 3.31041
171.917000000, 2, 3, 3.31014, 3.31039
171.951000000, 2, 3, 3.3101, 3.31038
171.985000000, 2, 3, 3.31001, 3.31036
172.019000000, 2, 3, 3.30979, 3.31033
172.051000000, 2, 3, 0.337274, 3.17519
172.083000000, 2, 3, 0.336668, 3.05178
172.119000000, 2, 3, 0.336308, 2.93863
172.151000000, 2, 3, 0.335813, 2.83452
172.185000000, 2, 3, 0.335535, 2.73841
172.219000000, 2, 3, 0.335253, 2.6494
172.251000000, 2, 3, 0.335032, 2.56674
172.285000000, 2, 3, 0.334832, 2.48978
172.317000000, 2, 3, 0.334446, 2.41794
172.351000000, 2, 3, 0.33429, 2.35072
172.385000000, 2, 3, 0.334159, 2.28771
172.419000000, 2, 3, 0.334077, 2.2285
172.451000000, 2, 3, 0.334116, 2.17279
172.483000000, 2, 3, 0.334217, 2.12026
172.519000000, 2, 3, 0.334438, 2.07065
172.551000000, 2, 3, 0.334631, 2.02373
172.585000000, 2, 3, 3.30719, 2.05751
172.617000000, 2, 3, 3.30699, 2.08954
172.651000000, 2, 3, 3.30684, 2.11998
172.685000000, 2, 3, 3.30671, 2.14892
172.717000000, 2, 3, 3.30659, 2.17649
172.751000000, 2, 3, 3.30649, 2.20276
172.785000000, 2, 3, 3.30639, 2.22785
172.817000000, 2, 3, 3.30628, 2.25181
172.851000000, 2, 3, 3.30614, 2.27473
172.883000000, 2, 3, 3.30605, 2.29667
172.919000000, 2, 3, 3.30602, 2.3177
172.951000000, 2, 3, 3.30604, 2.33787
172.985000000, 2, 3, 3.30605, 2.35724
173.017000000, 2, 3, 3.30605, 2.37584
173.051000000, 2, 3, 0.333161, 2.33656
173.085000000, 2, 3, 0.332742, 2.29875
173.117000000, 2, 3, 0.332443, 2.26234
173.151000000, 2, 3, 0.332312, 2.22725
173.185000000, 2, 3, 0.332212, 2.19341
173.219000000, 2, 3, 0.332202, 2.16075
173.251000000, 2, 3, 0.332362, 2.12923
173.285000000, 2, 3, 0.332506, 2.09878
173.317000000, 2, 3, 0.332687, 2.06934
173.351000000, 2, 3, 3.30545, 2.08961
173.385000000, 2, 3, 3.30536, 2.10921
173.417000000, 2, 3, 3.30526, 2.1282
173.451000000, 2, 3, 3.30517, 2.14659
173.485000000, 2, 3, 3.30509, 2.16441
173.517000000, 2, 3, 3.30506, 2.1817
173.551000000, 2, 3, 3.30501, 2.19846
173.583000000, 2, 3, 3.30498, 2.21473
173.619000000, 2, 3, 3.30493, 2.23053
173.651000000, 2, 3, 3.30489, 2.24588
173.685000000, 2, 3, 3.30484, 2.2608
173.717000000, 2, 3, 3.30477, 2.2753
173.749000000, 2, 3, 3.30472, 2.2894
173.785000000, 2, 3, 3.30467, 2.30312
173.817000000, 2, 3, 3.30462, 2.31647
173.851000000, 2, 3, 3.30456, 2.32947
173.883000000, 2, 3, 3.30454, 2.34214
173.917000000, 2, 3, 3.30454, 2.35447
173.951000000, 2, 3, 3.30458, 2.3665
173.983000000, 2, 3, 3.30463, 2.37823
174.017000000, 2, 3, 3.30469, 2.38967
174.049000000, 2, 3, 3.30475, 2.40082
174.085000000, 2, 3, 3.30491, 2.41172
174.117000000, 2, 3, 3.30515, 2.42235
174.151000000, 2, 3, 3.30541, 2.43274
174.183000000, 2, 3, 3.30555, 2.44289
174.217000000, 2, 3, 3.30572, 2.45281
174.251000000, 2, 3, 3.30592, 2.4625
174.283000000, 2, 3, 3.30601, 2.47198
174.317000000, 2, 3, 3.30612, 2.48125
174.351000000, 2, 3, 3.30619, 2.49031
174.385000000, 2, 3, 3.30632, 2.49918
174.417000000, 2, 3, 3.30646, 2.50786
