Stamp, X, Y, Z, Yaw
154.293000000, 0.00395767, -0.00952888, -0.0366259, -0.0469814
154.329000000, 0.00405266, -0.00959985, -0.0338827, -0.0470212
154.361000000, 0.00413768, -0.00965624, -0.0314698, -0.0470306
154.395000000, 0.00419467, -0.00965068, -0.0288859, -0.0470172
154.427000000, 0.00414286, -0.00946524, -0.0259565, -0.0470032
154.463000000, 0.00410176, -0.00929592, -0.0229204, -0.0469987
154.495000000, 0.00409031, -0.00914909, -0.0198054, -0.0469956
154.529000000, 0.0040848, -0.00901283, -0.0181951, -0.0470017
154.561000000, 0.00406512, -0.00884995, -0.0177319, -0.0470164
154.595000000, 0.00406773, -0.00874936, -0.0178778, -0.0470217
154.629000000, 0.00403917, -0.00868509, -0.0173937, -0.0470113
154.661000000, 0.00399885, -0.00861924, -0.0173038, -0.0470099
154.695000000, 0.00398554, -0.00856417, -0.0173383, -0.0470132
154.727000000, 0.00399668, -0.00851859, -0.0174513, -0.047024
154.763000000, 0.00399559, -0.00846122, -0.0172238, -0.0470172
154.795000000, 0.00402617, -0.00842684, -0.0168857, -0.0470168
154.827000000, 0.00389339, -0.00830243, -0.0176713, -0.0470029
154.861000000, 0.00380426, -0.00819593, -0.0182607, -0.0469911
154.893000000, 0.00372621, -0.00809802, -0.0184866, -0.0469836
154.929000000, 0.00367892, -0.00801376, -0.0184878, -0.0469766
154.961000000, 0.00361192, -0.00791476, -0.018943, -0.0469756
154.995000000, 0.00358385, -0.00784708, -0.0190821, -0.0469863
155.029000000, 0.00344433, -0.00770996, -0.0190896, -0.0470424
155.061000000, 0.00330471, -0.00758232, -0.0186235, -0.0470885
155.095000000, 0.0031934, -0.00746856, -0.0181843, -0.0471844
155.129000000, 0.00311685, -0.00736891, -0.0174903, -0.0472972
155.161000000, 0.0030609, -0.00728014, -0.0162135, -0.0473573
155.195000000, 0.00300718, -0.00719862, -0.0145923, -0.04747
155.229000000, 0.00270525, -0.00715908, -0.0123614, -0.0475823
155.265000000, 0.00251254, -0.00713408, -0.0104676, -0.0476191
155.299000000, 0.0023444, -0.0071125, -0.00924233, -0.0477327
155.333000000, 0.00215885, -0.00708917, -0.00807017, -0.0478423
155.367000000, 0.00208661, -0.00708095, -0.00716513, -0.0478957
155.401000000, 0.00189281, -0.00701519, -0.00551349, -0.0479955
155.435000000, 0.00169912, -0.00691071, -0.00395832, -0.048102
155.467000000, 0.00152501, -0.00681418, -0.0021399, -0.048145
155.501000000, 0.0013901, -0.00672709, -0.000194919, -0.0482378
155.535000000, 0.00127057, -0.00664644, 0.000846592, -0.0483326
155.569000000, 0.00113194, -0.00655276, 0.000912814, -0.04836
155.601000000, 0.00106312, -0.00648532, 0.00132031, -0.0484356
155.635000000, 0.000880898, -0.00636036, 0.00192097, -0.048521
155.669000000, 0.000681649, -0.0062189, 0.00264363, -0.0485564
155.703000000, 0.000565362, -0.00611616, 0.00358957, -0.0485972
155.735000000, 0.00046885, -0.00602158, 0.00462949, -0.0486461
155.769000000, 0.000385052, -0.00593501, 0.00588188, -0.0486783
155.803000000, 0.000274066, -0.00587036, 0.00753489, -0.0487468
155.835000000, -6.37829e-06, -0.00585449, 0.00818467, -0.0487795
155.869000000, -0.000182827, -0.00584007, 0.00895007, -0.0487776
155.901000000, -0.000346609, -0.00582747, 0.00971857, -0.0487762
155.937000000, -0.000521702, -0.00581262, 0.011266, -0.0487734
155.969000000, -0.000635265, -0.00580096, 0.01275, -0.0487769
156.003000000, -0.000777467, -0.00575875, 0.0144854, -0.0487683
