Stamp, X, Y, Z, Yaw
144.735000000, -0.00372963, -0.00380527, 0.013453, -0.0443836
144.769000000, -0.00372161, -0.00381139, 0.0143393, -0.0444189
144.803000000, -0.00370594, -0.00381293, 0.0153277, -0.0444947
144.835000000, -0.00368954, -0.00380965, 0.0162653, -0.0445844
144.869000000, -0.00366061, -0.00379817, 0.0176115, -0.0446439
144.901000000, -0.00363367, -0.00378566, 0.0185765, -0.0447754
144.935000000, -0.00360589, -0.00377049, 0.0196092, -0.0449647
144.969000000, -0.00355516, -0.00385674, 0.0204355, -0.0450564
145.003000000, -0.0034989, -0.00392896, 0.021256, -0.0452299
145.037000000, -0.00344116, -0.0039914, 0.0220034, -0.0454084
145.073000000, -0.00338435, -0.00406367, 0.0228232, -0.0455492
145.105000000, -0.00333441, -0.00409538, 0.0233931, -0.04577
145.139000000, -0.00327886, -0.00413506, 0.0218768, -0.0459761
145.173000000, -0.00311857, -0.00413534, 0.0207973, -0.0460743
145.207000000, -0.00293497, -0.00413353, 0.0199574, -0.0462537
145.241000000, -0.00276181, -0.00412684, 0.0198191, -0.0463877
145.275000000, -0.00264324, -0.00411642, 0.0199798, -0.0464476
145.307000000, -0.00249761, -0.00410245, 0.0205295, -0.046575
145.341000000, -0.00238014, -0.00407933, 0.0213455, -0.0467476
145.375000000, -0.00235011, -0.00403047, 0.0206773, -0.0468405
145.409000000, -0.00230047, -0.00398681, 0.0199432, -0.046978
145.443000000, -0.00225202, -0.00394486, 0.0192712, -0.0470883
145.475000000, -0.00219853, -0.00390302, 0.0187062, -0.0471477
145.509000000, -0.00213961, -0.00385415, 0.0185558, -0.047282
145.541000000, -0.00209868, -0.00381314, 0.0182772, -0.0474248
145.575000000, -0.00213136, -0.0037536, 0.0178126, -0.0475093
145.609000000, -0.00215782, -0.00368199, 0.0177351, -0.0476709
145.643000000, -0.00216303, -0.00362511, 0.0178021, -0.0478613
145.677000000, -0.0021549, -0.00356838, 0.0179089, -0.0479675
145.709000000, -0.00215951, -0.00350578, 0.0185281, -0.0481813
145.743000000, -0.00219072, -0.00336108, 0.0191776, -0.0483396
145.775000000, -0.00224228, -0.00313183, 0.0196617, -0.0484122
145.809000000, -0.00226356, -0.00296579, 0.0200806, -0.0485614
145.843000000, -0.0023141, -0.00271512, 0.019628, -0.0486898
145.875000000, -0.0023368, -0.00252458, 0.018048, -0.0487392
145.909000000, -0.00236459, -0.00230655, 0.0104384, -0.0488407
145.941000000, -0.00240831, -0.00206212, 0.00524994, -0.0489198
145.977000000, -0.00247485, -0.00175567, 0.000509669, -0.0489297
146.009000000, -0.00253969, -0.00147314, -0.00349698, -0.0489212
146.041000000, -0.00257993, -0.00119856, -0.0136756, -0.0489006
146.077000000, -0.00261543, -0.000944728, -0.0248639, -0.0489106
146.109000000, -0.00265679, -0.000653661, -0.0367891, -0.0489224
146.143000000, -0.00271581, -0.000514531, -0.0432424, -0.048945
146.177000000, -0.00302069, -0.00045485, -0.0533195, -0.0489679
146.211000000, -0.00323308, -0.000402025, -0.0620357, -0.049058
146.243000000, -0.00341834, -0.000340791, -0.0699832, -0.0491467
146.277000000, -0.00357343, -0.000266318, -0.076972, -0.0492198
146.311000000, -0.00371902, -0.000199585, -0.0828338, -0.0493564
146.343000000, -0.0037967, -0.000170745, -0.0877146, -0.0494962
146.377000000, -0.00370837, -0.00028485, -0.0924315, -0.0495589
146.409000000, -0.0036272, -0.000346896, -0.0964524, -0.0497201
146.443000000, -0.0035411, -0.000392039, -0.10007, -0.0498232
146.477000000, -0.00345434, -0.000426329, -0.103232, -0.0498732
