Stamp, Max volume, Current volume
129.569000000, 28000, 33.992
129.669000000, 28000, 33.992
129.769000000, 28000, 33.992
129.869000000, 28000, 34.016
129.969000000, 28000, 34.064
130.069000000, 28000, 34.064
130.169000000, 28000, 34.112
130.269000000, 28000, 34.128
130.369000000, 28000, 34.144
130.469000000, 28000, 34.152
130.569000000, 28000, 34.16
130.669000000, 28000, 34.192
130.771000000, 28000, 34.216
130.969000000, 28000, 34.304
131.069000000, 28000, 34.376
131.169000000, 28000, 34.488
131.269000000, 28000, 34.552
131.369000000, 28000, 34.568
131.469000000, 28000, 34.568
131.569000000, 28000, 34.568
131.669000000, 28000, 34.568
131.769000000, 28000, 34.568
131.869000000, 28000, 34.568
131.969000000, 28000, 34.568
132.069000000, 28000, 34.568
132.171000000, 28000, 34.568
132.369000000, 28000, 34.568
132.469000000, 28000, 34.568
132.569000000, 28000, 34.568
132.669000000, 28000, 34.568
132.769000000, 28000, 34.568
132.869000000, 28000, 34.568
132.969000000, 28000, 34.568
133.069000000, 28000, 34.568
133.169000000, 28000, 34.584
133.269000000, 28000, 34.64
133.369000000, 28000, 34.672
133.469000000, 28000, 34.672
133.569000000, 28000, 34.672
133.669000000, 28000, 34.672
133.769000000, 28000, 34.672
133.869000000, 28000, 34.672
133.969000000, 28000, 34.672
134.069000000, 28000, 34.672
134.169000000, 28000, 34.672
134.269000000, 28000, 34.672
134.369000000, 28000, 34.672
134.471000000, 28000, 34.672
134.669000000, 28000, 34.672
134.769000000, 28000, 34.672
134.869000000, 28000, 34.672
134.969000000, 28000, 34.672
135.069000000, 28000, 34.672
135.169000000, 28000, 34.672
135.269000000, 28000, 34.672
135.369000000, 28000, 34.672
135.469000000, 28000, 34.672
135.569000000, 28000, 34.672
135.669000000, 28000, 34.68
135.769000000, 28000, 34.688
135.871000000, 28000, 34.712
136.069000000, 28000, 34.816
136.169000000, 28000, 35.4
136.269000000, 28000, 36.104
136.369000000, 28000, 36.688
136.469000000, 28000, 37.28
136.569000000, 28000, 37.784
136.669000000, 28000, 38.352
136.769000000, 28000, 38.952
136.869000000, 28000, 39.432
136.969000000, 28000, 39.768
137.069000000, 28000, 39.976
137.169000000, 28000, 40.192
137.269000000, 28000, 40.2
137.369000000, 28000, 40.328
137.469000000, 28000, 40.544
137.569000000, 28000, 40.784
137.669000000, 28000, 40.816
137.769000000, 28000, 40.824
137.869000000, 28000, 40.84
137.969000000, 28000, 40.856
138.071000000, 28000, 41.152
138.269000000, 28000, 41.672
138.369000000, 28000, 41.984
138.469000000, 28000, 42.504
138.569000000, 28000, 43.792
138.669000000, 28000, 45.576
138.769000000, 28000, 47.432
138.871000000, 28000, 49.784
139.069000000, 28000, 53.592
139.169000000, 28000, 55.76
139.269000000, 28000, 57.824
139.369000000, 28000, 60.184
139.469000000, 28000, 62.4
139.569000000, 28000, 64.888
139.669000000, 28000, 67.208
139.769000000, 28000, 69.608
139.869000000, 28000, 71.856
139.969000000, 28000, 74.224
140.069000000, 28000, 76.712
140.169000000, 28000, 79.056
140.269000000, 28000, 81.544
140.369000000, 28000, 83.76
140.469000000, 28000, 85.752
140.569000000, 28000, 88.28
140.669000000, 28000, 90.608
140.773000000, 28000, 93
140.873000000, 28000, 95.312
140.973000000, 28000, 97.704
141.073000000, 28000, 99.992
141.173000000, 28000, 102.376
141.275000000, 28000, 104.376
141.473000000, 28000, 109.52
141.573000000, 28000, 112.128
141.673000000, 28000, 114.304
141.773000000, 28000, 116.872
141.873000000, 28000, 119.432
141.973000000, 28000, 121.896
142.073000000, 28000, 124.408
142.173000000, 28000, 126.936
142.273000000, 28000, 129.432
142.373000000, 28000, 131.928
142.473000000, 28000, 134.4
142.573000000, 28000, 136.36
142.673000000, 28000, 138.272
142.775000000, 28000, 139.928
142.973000000, 28000, 142.616
143.073000000, 28000, 144.008
143.173000000, 28000, 145.248
143.273000000, 28000, 146.472
143.373000000, 28000, 147.776
143.473000000, 28000, 148.952
143.573000000, 28000, 149.888
143.673000000, 28000, 151.088
143.773000000, 28000, 152.176
143.873000000, 28000, 153.36
143.973000000, 28000, 154.384
144.075000000, 28000, 155.736
144.273000000, 28000, 158.376
144.373000000, 28000, 159.216
144.473000000, 28000, 159.848
144.573000000, 28000, 160.336
144.673000000, 28000, 160.656
144.773000000, 28000, 160.864
144.875000000, 28000, 161.088
145.073000000, 28000, 161.4
145.175000000, 28000, 161.584
145.373000000, 28000, 161.872
145.473000000, 28000, 162
145.573000000, 28000, 162.08
145.673000000, 28000, 162.192
145.773000000, 28000, 162.24
145.873000000, 28000, 162.288
145.973000000, 28000, 162.328
146.073000000, 28000, 162.368
146.173000000, 28000, 162.408
146.273000000, 28000, 162.44
146.373000000, 28000, 162.448
146.473000000, 28000, 162.48
146.573000000, 28000, 162.792
146.673000000, 28000, 163.04
146.773000000, 28000, 163.08
146.873000000, 28000, 163.08
146.973000000, 28000, 163.08
147.073000000, 28000, 163.088
147.173000000, 28000, 163.088
147.273000000, 28000, 163.088
147.373000000, 28000, 163.088
147.473000000, 28000, 163.192
147.575000000, 28000, 164.224
147.773000000, 28000, 166.992
147.873000000, 28000, 167.656
147.973000000, 28000, 168.272
148.073000000, 28000, 168.392
148.173000000, 28000, 168.512
148.273000000, 28000, 168.64
148.375000000, 28000, 168.88
148.573000000, 28000, 169.848
148.673000000, 28000, 170.448
148.773000000, 28000, 171.232
148.873000000, 28000, 172
148.973000000, 28000, 172.936
149.073000000, 28000, 173.952
149.173000000, 28000, 175.112
149.273000000, 28000, 176.488
149.373000000, 28000, 177.904
149.473000000, 28000, 179.472
149.573000000, 28000, 181.312
149.773000000, 28000, 185.136
149.873000000, 28000, 187.248
149.973000000, 28000, 189.112
150.173000000, 28000, 193.752
150.273000000, 28000, 196.296
150.473000000, 28000, 200.984
150.573000000, 28000, 203.4
150.673000000, 28000, 205.592
150.873000000, 28000, 209.288
150.973000000, 28000, 210.328
151.073000000, 28000, 211.2
151.273000000, 28000, 212.096
151.373000000, 28000, 212.232
151.473000000, 28000, 212.384
151.673000000, 28000, 212.752
151.773000000, 28000, 212.808
151.873000000, 28000, 212.816
152.073000000, 28000, 212.968
152.173000000, 28000, 212.984
152.273000000, 28000, 212.992
152.473000000, 28000, 213
152.573000000, 28000, 213.008
152.673000000, 28000, 213.016
152.773000000, 28000, 213.024
152.873000000, 28000, 213.064
152.975000000, 28000, 213.184
153.173000000, 28000, 213.896
153.273000000, 28000, 214.392
153.373000000, 28000, 215.08
153.575000000, 28000, 216.52
153.773000000, 28000, 218.52
153.873000000, 28000, 219.808
154.073000000, 28000, 222.624
154.173000000, 28000, 224.056
154.273000000, 28000, 225.8
154.373000000, 28000, 227.4
154.475000000, 28000, 229.448
154.773000000, 28000, 235.4
154.873000000, 28000, 237.16
155.073000000, 28000, 241.488
155.173000000, 28000, 242.904
155.273000000, 28000, 244.4
155.473000000, 28000, 246.592
155.573000000, 28000, 247.384
155.673000000, 28000, 248.328
155.873000000, 28000, 249.824
155.973000000, 28000, 250.448
156.073000000, 28000, 251.056
156.173000000, 28000, 251.336
156.373000000, 28000, 251.488
156.473000000, 28000, 251.552
156.673000000, 28000, 251.864
156.773000000, 28000, 251.992
156.873000000, 28000, 252.072
157.073000000, 28000, 252.176
157.173000000, 28000, 252.208
157.373000000, 28000, 252.528
157.473000000, 28000, 252.664
157.673000000, 28000, 252.896
157.773000000, 28000, 253.072
157.973000000, 28000, 253.832
158.073000000, 28000, 254.376
158.273000000, 28000, 255.384
158.373000000, 28000, 255.872
158.573000000, 28000, 256.712
158.673000000, 28000, 257.216
158.773000000, 28000, 257.624
158.973000000, 28000, 258.28
159.073000000, 28000, 258.56
159.173000000, 28000, 258.76
159.373000000, 28000, 259.208
159.473000000, 28000, 259.32
159.673000000, 28000, 259.936
159.773000000, 28000, 260.168
159.873000000, 28000, 260.272
160.073000000, 28000, 260.472
160.173000000, 28000, 260.984
160.373000000, 28000, 261.192
160.473000000, 28000, 261.296
160.573000000, 28000, 261.408
160.773000000, 28000, 261.616
160.873000000, 28000, 261.704
161.073000000, 28000, 261.912
161.173000000, 28000, 261.992
161.373000000, 28000, 262.112
161.473000000, 28000, 262.152
161.573000000, 28000, 262.184
161.773000000, 28000, 262.224
161.873000000, 28000, 262.24
162.073000000, 28000, 262.28
162.173000000, 28000, 262.288
162.373000000, 28000, 262.32
162.473000000, 28000, 262.336
162.573000000, 28000, 262.368
162.773000000, 28000, 262.4
162.873000000, 28000, 262.432
163.073000000, 28000, 262.528
163.173000000, 28000, 262.544
163.373000000, 28000, 262.544
163.473000000, 28000, 262.584
163.673000000, 28000, 263.576
163.773000000, 28000, 264.4
163.973000000, 28000, 266.736
164.073000000, 28000, 268.424
164.273000000, 28000, 272.272
164.373000000, 28000, 274.088
164.473000000, 28000, 276.408
164.673000000, 28000, 281.184
164.873000000, 28000, 286.28
164.973000000, 28000, 288.664
165.173000000, 28000, 291.968
165.273000000, 28000, 293.016
165.373000000, 28000, 294.36
165.473000000, 28000, 295.32
165.675000000, 28000, 296.84
165.873000000, 28000, 297.936
166.073000000, 28000, 298.288
166.173000000, 28000, 298.432
166.273000000, 28000, 298.584
166.473000000, 28000, 299.032
166.573000000, 28000, 299.272
166.773000000, 28000, 299.736
166.873000000, 28000, 299.872
166.973000000, 28000, 299.968
167.073000000, 28000, 300.072
167.273000000, 28000, 300.44
167.373000000, 28000, 300.904
167.473000000, 28000, 301.576
167.673000000, 28000, 301.904
167.773000000, 28000, 301.944
167.873000000, 28000, 301.952
167.973000000, 28000, 301.984
168.073000000, 28000, 302
168.275000000, 28000, 302.088
168.473000000, 28000, 302.168
168.573000000, 28000, 302.192
168.673000000, 28000, 302.248
168.773000000, 28000, 302.288
168.873000000, 28000, 302.36
169.075000000, 28000, 302.448
169.273000000, 28000, 302.48
169.373000000, 28000, 302.48
169.473000000, 28000, 302.48
169.573000000, 28000, 302.584
169.673000000, 28000, 302.584
169.973000000, 28000, 302.584
170.073000000, 28000, 302.584
170.173000000, 28000, 302.76
170.273000000, 28000, 303.136
170.375000000, 28000, 303.136
170.573000000, 28000, 303.144
170.673000000, 28000, 303.152
170.773000000, 28000, 303.16
170.973000000, 28000, 303.184
171.073000000, 28000, 303.2
171.173000000, 28000, 303.216
171.273000000, 28000, 303.232
171.473000000, 28000, 303.272
171.573000000, 28000, 303.28
171.673000000, 28000, 303.32
171.773000000, 28000, 303.352
171.873000000, 28000, 303.368
171.973000000, 28000, 303.376
172.175000000, 28000, 303.448
172.373000000, 28000, 303.448
172.473000000, 28000, 303.464
172.673000000, 28000, 303.48
172.773000000, 28000, 303.496
172.873000000, 28000, 303.504
173.073000000, 28000, 303.52
173.173000000, 28000, 303.52
173.273000000, 28000, 303.52
173.473000000, 28000, 303.52
173.573000000, 28000, 303.52
173.773000000, 28000, 303.52
173.873000000, 28000, 303.52
174.073000000, 28000, 303.52
174.173000000, 28000, 303.52
174.373000000, 28000, 303.52
174.473000000, 28000, 303.52
174.573000000, 28000, 303.52
174.773000000, 28000, 303.528
174.873000000, 28000, 303.536
175.073000000, 28000, 303.536
175.173000000, 28000, 303.552
175.373000000, 28000, 303.56
175.473000000, 28000, 303.568
175.673000000, 28000, 303.576
175.773000000, 28000, 303.584
175.973000000, 28000, 303.584
176.073000000, 28000, 303.608
176.173000000, 28000, 303.608
176.373000000, 28000, 303.64
176.473000000, 28000, 303.64
176.673000000, 28000, 303.64
176.773000000, 28000, 303.64
176.973000000, 28000, 303.64
177.073000000, 28000, 303.64
177.173000000, 28000, 303.64
177.373000000, 28000, 303.64
177.473000000, 28000, 303.64
177.673000000, 28000, 303.64
177.773000000, 28000, 303.64
177.873000000, 28000, 303.64
177.973000000, 28000, 303.64
178.073000000, 28000, 303.64
178.175000000, 28000, 303.64
178.473000000, 28000, 303.64
178.573000000, 28000, 303.64
178.673000000, 28000, 303.64
178.873000000, 28000, 303.64
178.973000000, 28000, 303.64
179.073000000, 28000, 303.64
179.273000000, 28000, 303.64
179.373000000, 28000, 303.64
179.473000000, 28000, 303.64
179.673000000, 28000, 303.648
179.773000000, 28000, 303.696
179.873000000, 28000, 304.08
180.073000000, 28000, 305.368
180.173000000, 28000, 306.536
180.373000000, 28000, 308.48
180.473000000, 28000, 309.488
180.573000000, 28000, 310.496
180.673000000, 28000, 311.288
180.775000000, 28000, 311.96
181.073000000, 28000, 313.312
181.173000000, 28000, 313.352
181.273000000, 28000, 313.352
181.373000000, 28000, 313.352
181.475000000, 28000, 313.352
181.673000000, 28000, 313.352
181.873000000, 28000, 313.352
181.973000000, 28000, 313.352
182.073000000, 28000, 313.352
182.173000000, 28000, 313.352
182.373000000, 28000, 313.352
182.473000000, 28000, 313.352
