Stamp, X, Y, Z, Yaw
141.961000000, -0.00491043, -0.00304208, -0.0168292, 0.0024226
141.995000000, -0.00494974, -0.00294243, -0.0164303, 0.00218396
142.027000000, -0.00497723, -0.00282895, -0.0158722, 0.00202566
142.061000000, -0.00500429, -0.00273571, -0.0150817, 0.00182327
142.095000000, -0.00503039, -0.00262398, -0.014288, 0.00165274
142.129000000, -0.00503706, -0.00254296, -0.0136129, 0.00158564
142.161000000, -0.00508538, -0.00255366, -0.0128119, 0.00148474
142.195000000, -0.00511708, -0.00256036, -0.0118775, 0.00143172
142.229000000, -0.00515385, -0.00257846, -0.0104751, 0.0014125
142.263000000, -0.00516376, -0.00256584, -0.0100042, 0.0013803
142.295000000, -0.00517805, -0.00256079, -0.0104102, 0.0013712
142.329000000, -0.00518655, -0.00255087, -0.0105263, 0.00137643
142.363000000, -0.00522402, -0.00252789, -0.0102086, 0.00138165
142.397000000, -0.00525051, -0.00249992, -0.00966302, 0.0013803
142.429000000, -0.00526988, -0.00246954, -0.00909558, 0.00138317
142.463000000, -0.00528112, -0.00243276, -0.00863473, 0.00140542
142.497000000, -0.00529777, -0.00240689, -0.0081302, 0.00142919
142.531000000, -0.00528802, -0.00237024, -0.00731768, 0.00144529
142.565000000, -0.00524046, -0.00232343, -0.00637869, 0.00146148
142.601000000, -0.00519096, -0.00228409, -0.00551405, 0.00147008
142.635000000, -0.00514748, -0.00224579, -0.00473707, 0.00147598
142.669000000, -0.0050973, -0.00219644, -0.00402515, 0.00149351
142.703000000, -0.00504577, -0.00214596, -0.00323902, 0.0014989
142.735000000, -0.00498773, -0.00209138, -0.00236929, 0.00149368
142.769000000, -0.0049062, -0.00201086, -0.00174198, 0.00149233
142.803000000, -0.00482325, -0.0019225, -0.00129326, 0.00150598
142.837000000, -0.00474504, -0.00183686, -0.000678548, 0.00151711
142.869000000, -0.00466776, -0.0017481, 0.00012997, 0.00152326
142.903000000, -0.00459116, -0.0016564, 0.001081, 0.00150092
142.935000000, -0.00451469, -0.00156188, 0.00194671, 0.00149721
142.971000000, -0.00449732, -0.00143128, 0.00304071, 0.00149216
143.003000000, -0.00446786, -0.00130419, 0.00363971, 0.00148356
143.037000000, -0.00443782, -0.00118032, 0.00440643, 0.0014876
143.071000000, -0.00440101, -0.00104774, 0.00488973, 0.00149789
143.103000000, -0.00436374, -0.000917554, 0.00520219, 0.00145271
143.137000000, -0.00432326, -0.000784015, 0.00580248, 0.0014259
143.171000000, -0.00425232, -0.000686553, 0.00677247, 0.00139387
143.205000000, -0.0041869, -0.000589738, 0.00736931, 0.00135012
143.237000000, -0.00412074, -0.000489472, 0.00799276, 0.0013341
143.271000000, -0.00405798, -0.000394077, 0.00845288, 0.0013164
143.307000000, -0.00398237, -0.000278714, 0.00828513, 0.0013159
143.339000000, -0.00392978, -0.000182029, 0.00800688, 0.00132348
143.373000000, -0.00390952, -0.000105849, 0.00801701, 0.00135239
143.405000000, -0.00390657, -3.93381e-05, 0.00822751, 0.00136824
143.441000000, -0.00388298, 4.29284e-05, 0.00879084, 0.00139977
143.473000000, -0.00385452, 0.000127457, 0.00938327, 0.00141056
143.507000000, -0.00382462, 0.0002086, 0.00959294, 0.00134953
143.541000000, -0.00378702, 0.000183867, 0.00960837, 0.00131851
143.573000000, -0.00373138, 0.000118181, 0.00899489, 0.00127468
143.607000000, -0.00368249, -4.47034e-05, 0.00709812, 0.00123472
143.639000000, -0.003626, -0.000137278, 0.00552539, 0.00121601
143.673000000, -0.0035724, -0.000225827, 0.00416116, 0.0011855
143.707000000, -0.00350456, -0.000288911, 0.00222674, 0.00117547
143.739000000, -0.00347758, -0.000347107, 0.000513536, 0.00117429
143.773000000, -0.00361247, -0.000443183, -0.0014094, 0.00119013
143.805000000, -0.00370116, -0.000503246, -0.00296956, 0.00121559
143.841000000, -0.00376275, -0.000535159, -0.00400943, 0.00123093
143.873000000, -0.00382985, -0.000578084, -0.00469543, 0.00128707
143.907000000, -0.0039067, -0.000627805, -0.00506192, 0.00133124
143.939000000, -0.00394188, -0.000620889, -0.0102731, 0.00136075
143.973000000, -0.00405929, -0.000603732, -0.0219451, 0.00146156
144.007000000, -0.00412661, -0.000566193, -0.0299157, 0.00152031
144.039000000, -0.00418697, -0.000528379, -0.036668, 0.00152588
144.073000000, -0.00423302, -0.000479097, -0.0426555, 0.00153802
144.107000000, -0.00427795, -0.000436684, -0.047793, 0.00154594
144.139000000, -0.00430814, -0.000544272, -0.053931, 0.00155218
144.173000000, -0.00430283, -0.000800907, -0.0582807, 0.00156314
144.207000000, -0.00429661, -0.00103564, -0.0621835, 0.00154274
144.241000000, -0.00427587, -0.00123608, -0.0655751, 0.00152554
144.273000000, -0.00425504, -0.00142239, -0.0683872, 0.00147387
144.305000000, -0.00422888, -0.00158918, -0.0705144, 0.00143535
144.341000000, -0.00418759, -0.00172801, -0.0725106, 0.00142304
144.373000000, -0.00413843, -0.00203217, -0.074097, 0.00140652
144.407000000, -0.00408854, -0.00224336, -0.0749262, 0.00138949
144.439000000, -0.00402586, -0.00242662, -0.07533, 0.00138646
144.473000000, -0.00396224, -0.00264307, -0.0754854, 0.00138865
144.507000000, -0.00389865, -0.00279186, -0.0752413, 0.00139641
144.539000000, -0.00383541, -0.00290942, -0.0750987, 0.00140298
144.573000000, -0.00375606, -0.00311635, -0.074759, 0.00138005
144.607000000, -0.00367402, -0.00335415, -0.074324, 0.00137061
144.639000000, -0.00359233, -0.00351689, -0.0736553, 0.00136741
144.675000000, -0.00351788, -0.00366587, -0.0727159, 0.00137028
144.707000000, -0.00343549, -0.00379924, -0.0712292, 0.00136792
144.739000000, -0.00334083, -0.00392946, -0.0674389, 0.00135983
144.775000000, -0.00326049, -0.00399477, -0.0623693, 0.00134634
144.807000000, -0.00317909, -0.00405225, -0.0554174, 0.00133563
144.839000000, -0.00309643, -0.00410213, -0.0466632, 0.00129492
144.873000000, -0.00300595, -0.00414372, -0.0356102, 0.00123945
144.907000000, -0.00291264, -0.0041908, -0.0221101, 0.00116055
144.941000000, -0.00284852, -0.00420961, -0.00873132, 0.00113518
144.973000000, -0.00283643, -0.00419847, 0.00425226, 0.00108916
145.007000000, -0.00285063, -0.00418639, 0.0200449, 0.00105123
145.039000000, -0.00282316, -0.00416735, 0.0369716, 0.00103109
145.073000000, -0.0028024, -0.00414843, 0.050928, 0.00101155
145.107000000, -0.0027721, -0.00412524, 0.064509, 0.00100735
145.141000000, -0.00276366, -0.00414917, 0.0742201, 0.00101259
145.173000000, -0.00274709, -0.0042125, 0.0827554, 0.00103789
145.207000000, -0.00273807, -0.00426836, 0.0906433, 0.00104869
145.239000000, -0.00272455, -0.0043121, 0.100316, 0.00105948
145.273000000, -0.00271943, -0.00434952, 0.106964, 0.00108368
145.305000000, -0.00271627, -0.00437805, 0.113347, 0.0010948
145.341000000, -0.00271803, -0.00439962, 0.120046, 0.00109379
145.373000000, -0.00263813, -0.00438298, 0.125791, 0.00108873
145.407000000, -0.00254805, -0.00435919, 0.133759, 0.00108097
145.441000000, -0.00248198, -0.00433576, 0.141478, 0.00107996
145.473000000, -0.00242088, -0.00431022, 0.149643, 0.00107161
145.507000000, -0.00236409, -0.00428473, 0.157328, 0.0010609
145.541000000, -0.00233964, -0.00423631, 0.167355, 0.00105365
145.575000000, -0.002368, -0.00418105, 0.174607, 0.00105128
145.607000000, -0.00239106, -0.00412041, 0.183166, 0.001056
145.641000000, -0.00241188, -0.00406471, 0.190511, 0.00106055
145.675000000, -0.00242987, -0.00400962, 0.197928, 0.00107319
145.707000000, -0.00244542, -0.00395258, 0.206262, 0.00108853
145.741000000, -0.00247875, -0.00388758, 0.213868, 0.0010989
145.773000000, -0.00255206, -0.00381568, 0.220749, 0.00112351
145.807000000, -0.00261865, -0.00374604, 0.22738, 0.00114037
145.841000000, -0.00267963, -0.00367581, 0.232839, 0.0011638
145.873000000, -0.00273468, -0.00361248, 0.236844, 0.00117239
145.907000000, -0.00278612, -0.00354355, 0.242429, 0.00117407
145.939000000, -0.0028538, -0.00342822, 0.247379, 0.00117609
145.973000000, -0.00292357, -0.00324349, 0.2525, 0.00117389
146.007000000, -0.00302561, -0.00297024, 0.258293, 0.00116697
146.039000000, -0.00309994, -0.00275862, 0.264053, 0.00116579
146.073000000, -0.00317975, -0.00252467, 0.270122, 0.00116106
146.107000000, -0.00323791, -0.00233812, 0.276606, 0.00115717
146.141000000, -0.00331024, -0.00209153, 0.282588, 0.00115817
146.173000000, -0.00339497, -0.00178909, 0.288173, 0.00115951
146.207000000, -0.00347004, -0.00150718, 0.29375, 0.00116456
146.241000000, -0.00355066, -0.00118989, 0.299809, 0.00117112
146.273000000, -0.00360692, -0.000948434, 0.30534, 0.00116655
146.307000000, -0.00364496, -0.000763957, 0.310444, 0.00110281
146.339000000, -0.00368875, -0.000548174, 0.316101, 0.00106706
146.373000000, -0.00398327, -0.000515175, 0.322466, 0.00100601
146.407000000, -0.00419547, -0.000477029, 0.328596, 0.000940081
146.439000000, -0.00438874, -0.000443354, 0.334562, 0.000915969
146.473000000, -0.00456557, -0.000410908, 0.340412, 0.000847183
146.507000000, -0.00472786, -0.000380282, 0.345039, 0.000811277
146.539000000, -0.00491329, -0.000361155, 0.349729, 0.000794591
146.573000000, -0.00505177, -0.000354916, 0.353334, 0.000776897
146.605000000, -0.00517608, -0.000351261, 0.356927, 0.000779942
146.639000000, -0.00528759, -0.0003428, 0.361219, 0.00078113
146.675000000, -0.00538593, -0.00033864, 0.365343, 0.000801036
146.709000000, -0.00547217, -0.000336917, 0.369472, 0.000827344
146.741000000, -0.0056494, -0.000327723, 0.374787, 0.000846064
146.775000000, -0.00594269, -0.000301559, 0.378295, 0.000879111
146.809000000, -0.0063903, -0.00026572, 0.381658, 0.000922949
146.841000000, -0.00671115, -0.000236219, 0.383043, 0.000963749
146.875000000, -0.00700282, -0.000207669, 0.383765, 0.00102403
146.907000000, -0.0072667, -0.000180031, 0.384615, 0.00106112
146.941000000, -0.00754712, -0.000153679, 0.38645, 0.00112696
146.975000000, -0.00772908, -0.000139169, 0.388503, 0.00118843
147.007000000, -0.00789054, -0.000125672, 0.390491, 0.00122283
147.041000000, -0.00803246, -0.000111108, 0.393155, 0.00123279
147.075000000, -0.00815507, -9.71295e-05, 0.396148, 0.00124982
147.107000000, -0.00826181, -8.49775e-05, 0.398614, 0.00125843
147.141000000, -0.00840599, -0.000294996, 0.400847, 0.00126045
147.175000000, -0.00850014, -0.000606423, 0.402382, 0.00126391
147.209000000, -0.00864438, -0.00108161, 0.404539, 0.00127824
147.241000000, -0.00873592, -0.00143508, 0.406823, 0.00139946
147.275000000, -0.00880948, -0.00177099, 0.409587, 0.00395775
147.307000000, -0.00888241, -0.00213353, 0.412468, 0.00760899
147.341000000, -0.00889593, -0.00240412, 0.415276, 0.0177049
147.375000000, -0.00888413, -0.00262679, 0.418024, 0.0325904
147.407000000, -0.00885685, -0.00275641, 0.420495, 0.0473474
147.439000000, -0.00879892, -0.00274298, 0.423069, 0.0566246
147.475000000, -0.008734, -0.00260799, 0.425268, 0.0778253
147.507000000, -0.0086863, -0.00243154, 0.427051, 0.0979839
147.541000000, -0.00877846, -0.00212033, 0.429115, 0.111932
147.575000000, -0.00893791, -0.00167107, 0.430356, 0.133578
147.609000000, -0.00923239, -0.00113517, 0.431932, 0.158918
147.641000000, -0.00952628, -0.000645576, 0.432406, 0.171127
147.675000000, -0.00972216, -0.000137171, 0.432653, 0.192802
147.709000000, -0.00998895, 0.00045759, 0.433004, 0.219575
147.741000000, -0.0103338, 0.000919861, 0.434136, 0.232347
147.775000000, -0.0106472, 0.00119055, 0.434421, 0.257799
147.807000000, -0.0109781, 0.00156549, 0.435207, 0.283901
147.843000000, -0.0112888, 0.0018954, 0.436014, 0.298615
147.875000000, -0.011601, 0.00226128, 0.43693, 0.323287
147.909000000, -0.0119261, 0.0025731, 0.43852, 0.351417
147.941000000, -0.0121522, 0.00288981, 0.439695, 0.36306
147.975000000, -0.0124012, 0.0030583, 0.441691, 0.391492
148.007000000, -0.0125925, 0.00322505, 0.443653, 0.4049
148.041000000, -0.0127873, 0.00345603, 0.445805, 0.428542
148.075000000, -0.012963, 0.00368247, 0.44804, 0.459045
148.107000000, -0.0131036, 0.00385062, 0.450024, 0.482709
148.141000000, -0.013243, 0.00402901, 0.452336, 0.499722
148.175000000, -0.0133284, 0.00416383, 0.454342, 0.527037
148.207000000, -0.0134035, 0.00429953, 0.456319, 0.552754
148.241000000, -0.0134721, 0.00442195, 0.458403, 0.566516
148.275000000, -0.0135241, 0.00454143, 0.460055, 0.594234
148.309000000, -0.0135842, 0.00472117, 0.461736, 0.623816
148.341000000, -0.0136589, 0.00479428, 0.463627, 0.636002
148.375000000, -0.0138378, 0.0047748, 0.465647, 0.664027
148.409000000, -0.0139973, 0.00474673, 0.467572, 0.692086
148.441000000, -0.0141686, 0.00469169, 0.469581, 0.706166
148.477000000, -0.0142784, 0.00471681, 0.470583, 0.734722
148.509000000, -0.0144236, 0.00467764, 0.47232, 0.763017
148.543000000, -0.0146446, 0.0047428, 0.473385, 0.777168
148.577000000, -0.0149507, 0.00487147, 0.474855, 0.807207
148.609000000, -0.0152308, 0.00499172, 0.475843, 0.832
148.643000000, -0.0154923, 0.00511205, 0.475374, 0.847967
148.675000000, -0.0157352, 0.00522221, 0.474554, 0.876431
148.711000000, -0.0159502, 0.00530958, 0.474136, 0.903157
148.743000000, -0.0162133, 0.00540782, 0.472897, 0.92102
148.777000000, -0.0164269, 0.00547942, 0.471971, 0.948923
148.811000000, -0.0166277, 0.00554976, 0.471484, 0.977618
148.843000000, -0.0168066, 0.00560657, 0.471421, 0.991975
148.877000000, -0.016999, 0.00565958, 0.471822, 1.02072
148.911000000, -0.0171176, 0.00569884, 0.47212, 1.04948
148.943000000, -0.0172448, 0.00572964, 0.472808, 1.06204
148.979000000, -0.0173817, 0.00575803, 0.47375, 1.09245
149.011000000, -0.0174843, 0.00577558, 0.474385, 1.12112
149.043000000, -0.0176066, 0.00580208, 0.475663, 1.13545
149.077000000, -0.0176972, 0.00582329, 0.475426, 1.16241
149.111000000, -0.0178203, 0.0058488, 0.475495, 1.19294
149.145000000, -0.017905, 0.00585772, 0.475745, 1.20485
149.179000000, -0.0179776, 0.00585592, 0.475744, 1.23367
149.211000000, -0.0180381, 0.00584436, 0.475832, 1.26258
149.245000000, -0.0181003, 0.00583207, 0.474197, 1.27881
149.279000000, -0.0181854, 0.00584515, 0.47119, 1.30769
149.311000000, -0.0182727, 0.00586576, 0.468672, 1.33657
149.345000000, -0.0183299, 0.00585636, 0.467269, 1.35095
149.379000000, -0.0183727, 0.0058296, 0.466403, 1.3792
149.413000000, -0.018402, 0.00579606, 0.465735, 1.40789
149.445000000, -0.0184487, 0.00587288, 0.465152, 1.42049
149.479000000, -0.0185045, 0.00601698, 0.464479, 1.44934
149.513000000, -0.0185506, 0.00614771, 0.463807, 1.48016
149.545000000, -0.0185871, 0.00625292, 0.463078, 1.49651
149.579000000, -0.018625, 0.00636987, 0.462106, 1.52382
149.613000000, -0.0186432, 0.00641911, 0.460759, 1.553
149.645000000, -0.0186918, 0.00650153, 0.457895, 1.56759
149.679000000, -0.0187316, 0.00650272, 0.456117, 1.5951
149.711000000, -0.0187853, 0.00654317, 0.454002, 1.6244
149.745000000, -0.0188396, 0.00657425, 0.452286, 1.64094
149.779000000, -0.0188637, 0.00653234, 0.450409, 1.67219
149.811000000, -0.018879, 0.00648011, 0.449243, 1.69986
149.845000000, -0.0189127, 0.00645084, 0.448755, 1.71282
149.879000000, -0.018958, 0.00642532, 0.448854, 1.74423
149.911000000, -0.0189953, 0.00640801, 0.449202, 1.77207
149.945000000, -0.0190106, 0.00633278, 0.449809, 1.78872
149.977000000, -0.0190167, 0.00625444, 0.450619, 1.81839
150.013000000, -0.0190132, 0.00615352, 0.451517, 1.84988
150.045000000, -0.0190716, 0.00611779, 0.452627, 1.86283
150.079000000, -0.0191721, 0.0060841, 0.453906, 1.89066
150.111000000, -0.019256, 0.00604684, 0.455301, 1.92216
150.145000000, -0.0193255, 0.00600848, 0.456862, 1.93697
150.179000000, -0.019394, 0.00595466, 0.458967, 1.96666
150.211000000, -0.0194186, 0.00585516, 0.459573, 1.99448
150.245000000, -0.019456, 0.00575446, 0.460108, 2.01309
150.279000000, -0.0195813, 0.00574426, 0.461082, 2.03916
150.311000000, -0.0197356, 0.00579237, 0.462183, 2.07079
150.345000000, -0.0198047, 0.00572985, 0.463145, 2.08758
150.377000000, -0.0198593, 0.00566735, 0.463046, 2.11368
150.411000000, -0.0198852, 0.00556496, 0.463228, 2.14728
150.445000000, -0.0199483, 0.00548492, 0.463713, 2.16217
150.477000000, -0.0200806, 0.00533161, 0.464438, 2.18829
150.511000000, -0.0201962, 0.00518844, 0.46225, 2.20649
150.545000000, -0.0203338, 0.00505234, 0.460389, 2.23259
150.579000000, -0.0203394, 0.00482268, 0.459371, 2.2662
150.611000000, -0.0204192, 0.00465144, 0.458287, 2.29426
